iter	MultiClass
133	0.251660654
134	0.2511538492
135	0.2505038988
136	0.2497300573
137	0.2493838278
138	0.249004854
139	0.248448196
140	0.2481294193
141	0.2477582645
142	0.2472268507
143	0.2467733621
144	0.2464638091
145	0.2458656055
146	0.2453980992
147	0.2449719287
148	0.244754281
149	0.2444788077
150	0.2442176381
151	0.2439552948
152	0.2438324826
153	0.2431413556
154	0.2427359347
155	0.2421935221
156	0.241468361
157	0.2409047676
158	0.2404858732
159	0.2400535435
160	0.2397599316
161	0.2392948843
162	0.2390079762
163	0.2385177742
164	0.2382057528
165	0.2379665419
166	0.2376271002
167	0.2370045821
168	0.2364727078
169	0.2362030113
170	0.2355613475
171	0.2352349663
172	0.2347734575
173	0.2344439753
174	0.2340379264
175	0.2338173559
176	0.2333033313
177	0.2328643253
178	0.2323288847
179	0.2318564693
180	0.2315030054
181	0.2311988607
182	0.2310653642
183	0.2306175148
184	0.2301562372
185	0.2299898759
186	0.2296582671
187	0.2292859734
188	0.2289366459
189	0.2285955629
190	0.2283507754
191	0.2280435585
192	0.2277380413
193	0.2274914064
194	0.2273312096
195	0.2270326312
196	0.2265967789
197	0.2262732632
198	0.2260289095
199	0.2257313592
200	0.2254247869
201	0.2251271554
202	0.2249474514
203	0.2245872185
204	0.2243638399
205	0.2240252805
206	0.2238289602
207	0.2234000445
208	0.2229333537
209	0.2227614611
210	0.2223993004
211	0.2222238785
212	0.2220307131
213	0.2217794587
214	0.2215869226
215	0.221414221
216	0.2210970418
217	0.2208743054
218	0.2206440558
219	0.2204144812
220	0.2201823036
221	0.2200141225
222	0.2197054642
223	0.2193138143
224	0.2191782358
225	0.2188308025
226	0.2186202405
227	0.2183224705
228	0.2179744367
229	0.2176941151
230	0.2174924658
231	0.2172713128
232	0.2170470176
233	0.21690351
234	0.216725894
235	0.2165080895
236	0.2163880065
237	0.2161375313
238	0.2158920429
239	0.2156889904
240	0.2155693188
241	0.2152943629
242	0.2149882161
243	0.2148035404
244	0.2145929002
245	0.2143395817
246	0.2141521651
247	0.2138857337
248	0.213806066
249	0.2136990389
250	0.2135433421
251	0.2133434892
252	0.2132199485
253	0.2129712627
254	0.2128385114
255	0.2126249514
256	0.2124695391
257	0.2120838271
258	0.2118405096
259	0.2115115428
260	0.211213019
261	0.2109560051
262	0.2106640652
263	0.2104574862
264	0.2103219342
265	0.21016154
266	0.2099403339
267	0.2096924901
268	0.209470806
269	0.2092354203
270	0.2090605116
271	0.2088092099
272	0.2085939101
273	0.2083553923
274	0.2081654741
275	0.2080309518
276	0.2079408959
277	0.2077560414
278	0.2075622331
279	0.2073531991
280	0.2071175127
281	0.2068927071
282	0.2066566223
283	0.206481209
284	0.2063234064
285	0.206203313
286	0.2060887971
287	0.2059451879
288	0.2058869973
289	0.2056977151
290	0.20557281
291	0.2053604357
292	0.2052406842
293	0.2050060503
294	0.2046896536
295	0.2045516549
296	0.2044646271
297	0.2043015103
298	0.204126975
299	0.204014503
300	0.2038605425
301	0.203619976
302	0.2034757346
303	0.2034206429
304	0.2033155115
305	0.2032153009
306	0.2030424703
307	0.2028947938
308	0.202738675
309	0.2026346451
310	0.2023987219
311	0.2021952723
312	0.2020751031
313	0.2019335729
314	0.2017688116
315	0.2016312152
316	0.2014957739
317	0.2013119689
318	0.2010837912
319	0.2008838165
320	0.2007312126
321	0.2006080258
322	0.200389276
323	0.2003218131
324	0.2002250451
325	0.2001327718
326	0.2000485481
327	0.1998271879
328	0.1997507195
329	0.1996235146
330	0.1994878701
331	0.1994005891
332	0.1992936678
333	0.1992050253
334	0.1990468431
335	0.1988835071
336	0.1988133995
337	0.1985653466
338	0.1984118403
339	0.19821403
340	0.1980299357
341	0.1979373535
342	0.1978329572
343	0.1976693924
344	0.19755617
345	0.1974319197
346	0.1973639334
347	0.1972561001
348	0.1971184378
349	0.1970231031
350	0.1968851251
351	0.1966913481
352	0.1965287997
353	0.1964152834
354	0.1963151523
355	0.1961481271
356	0.1959417365
357	0.1957829363
358	0.1956417035
359	0.1955504792
360	0.195431732
361	0.1953203977
362	0.1952397264
363	0.1951360153
364	0.1950063444
365	0.1948128751
366	0.1946402221
367	0.1945197319
368	0.1943720244
369	0.1942397466
370	0.1940814095
371	0.1939890822
372	0.1938949973
373	0.1937508799
374	0.1936358728
375	0.1934939111
376	0.1934083363
377	0.1933232364
378	0.1932264184
379	0.1931951764
380	0.1930708979
381	0.1930332327
382	0.1929366312
383	0.1928766083
384	0.1927786656
385	0.1926157637
386	0.1924938931
387	0.1923772895
388	0.1922762807
389	0.1921864881
390	0.1920716068
391	0.191952997
392	0.1918679791
393	0.1917719383
394	0.1917030758
395	0.1916202707
396	0.1915150641
397	0.1914740392
398	0.191354578
399	0.1912266907
400	0.1911516089
401	0.1909933605
402	0.1908559971
403	0.1907410127
404	0.1906026905
405	0.1905568789
406	0.190468645
407	0.1903356824
408	0.1902156921
409	0.1901155566
410	0.189968534
411	0.1898577124
412	0.1897744165
413	0.1896736024
414	0.1895769245
415	0.1895045964
416	0.1893953287
417	0.1892956072
418	0.1891959898
419	0.1891246571
420	0.1889928524
421	0.1889192173
422	0.1888662791
423	0.1887563093
424	0.1886219921
425	0.1885540061
426	0.188456175
427	0.1883247348
428	0.1882300133
429	0.1880911133
430	0.1879720216
431	0.1879001533
432	0.187782958
433	0.1877215476
434	0.1876196408
435	0.1875484995
436	0.1874701633
437	0.1873795904
438	0.1872982614
439	0.1871969358
440	0.1871517652
441	0.1871026278
442	0.1869845327
443	0.1869427212
444	0.1869066816
445	0.1867893949
446	0.186726794
447	0.1866503421
448	0.1865754064
449	0.1865150484
450	0.186423149
451	0.186353542
452	0.1862900113
453	0.1862128979
454	0.1861182491
455	0.1860573071
456	0.1859444841
457	0.1859080142
458	0.1858456367
459	0.1857956233
460	0.1857501279
461	0.1856479564
462	0.1856012117
463	0.1855188123
464	0.1854159653
465	0.185332337
466	0.1852498981
467	0.1851997851
468	0.1850881912
469	0.1850309043
470	0.1849385227
471	0.1848556353
472	0.1847548849
473	0.1846480744
474	0.1845554436
475	0.1845065673
476	0.1844502713
477	0.184376165
478	0.1842899077
479	0.1841743738
480	0.1841419802
481	0.1841007056
482	0.1839754711
483	0.1839019784
484	0.1838379267
485	0.1837355984
486	0.1836761307
487	0.1836224518
488	0.1835628303
489	0.1834702922
490	0.1834503443
491	0.1833825045
492	0.1833124494
493	0.183227261
494	0.183183157
495	0.1830797508
496	0.1830165522
497	0.1829388208
498	0.1828676703
499	0.1827968965
500	0.1827305408
501	0.1826554548
502	0.1825876054
503	0.1825217676
504	0.1824106927
505	0.182328971
506	0.1822569262
507	0.1822220317
508	0.1821634881
509	0.1820864368
510	0.1820334611
511	0.1819289617
512	0.1818419054
513	0.1817910408
514	0.1817117003
515	0.1816486359
516	0.1816005715
517	0.1815032492
518	0.181448113
519	0.1813547089
520	0.1812948858
521	0.1812397037
522	0.1811916346
523	0.1811196934
524	0.1810556125
525	0.1809836589
526	0.1809016041
527	0.1808566887
528	0.1807885345
529	0.1807629283
530	0.1807192611
531	0.1806586189
532	0.1806088981
533	0.1805843812
534	0.180546377
535	0.180526627
536	0.1804622664
537	0.180384922
538	0.1803113578
539	0.1802707044
540	0.180226924
541	0.1801921542
542	0.180162961
543	0.1801020764
544	0.1800622438
545	0.1800044582
546	0.1799585945
547	0.1799194817
548	0.1798584075
549	0.1797986575
550	0.1797454613
551	0.1796953904
552	0.1796537229
553	0.1796058635
554	0.1795185257
555	0.1794558281
556	0.1793953042
557	0.1793196287
558	0.1792672561
559	0.1792337304
560	0.1791899502
561	0.1791333726
562	0.1790526649
563	0.1790132669
564	0.1789715643
565	0.1789282664
566	0.1788612917
567	0.1788110257
568	0.1787756419
569	0.1786923255
570	0.1786580331
571	0.1786099749
572	0.1785780047
573	0.178523284
574	0.1784948513
575	0.1784420472
576	0.1783958056
577	0.1783548661
578	0.1783207725
579	0.1782832805
580	0.178212062
581	0.178157597
582	0.1781364321
583	0.1780880011
584	0.17803595
585	0.1780010972
586	0.17791166
587	0.1778774638
588	0.1778457028
589	0.1777953017
590	0.1777606117
591	0.1777142082
592	0.177662212
593	0.1776154028
594	0.1775693407
595	0.1775091079
596	0.177422973
597	0.177375473
598	0.1773351238
599	0.1773065554
600	0.1772506077
601	0.1772085701
602	0.1771562617
603	0.177118444
604	0.1770777102
605	0.1770103208
606	0.1769676568
607	0.176926233
608	0.1768764462
609	0.1768484216
610	0.1768187961
611	0.1767558817
612	0.1767101235
613	0.1766651606
614	0.1766061322
615	0.1765663572
616	0.1765422832
617	0.1764808685
618	0.176440379
619	0.1763880167
620	0.1763346168
621	0.1762943182
622	0.176239722
623	0.1761906387
624	0.1761688001
625	0.1761385734
626	0.1760919485
627	0.1760358831
628	0.175981511
629	0.1759473658
630	0.1758932153
631	0.1758580707
632	0.1758318944
633	0.1757850947
634	0.1757631882
635	0.1757220901
636	0.1756811013
637	0.1756562708
638	0.1756063738
639	0.1755548229
640	0.175520418
641	0.1754658824
642	0.1754231326
643	0.1753684725
644	0.1753237279
645	0.1752888505
646	0.1752422154
647	0.1752002073
648	0.1751514188
649	0.1750991103
650	0.175088109
651	0.1750350969
652	0.1749936264
653	0.174960149
654	0.1749126742
655	0.1748927413
656	0.1748569501
657	0.1748401524
658	0.1748005911
659	0.1747657398
660	0.1747243455
661	0.1746782198
662	0.1746454326
663	0.1745929411
664	0.1745611309
665	0.174521326
666	0.1744829973
667	0.1744449206
668	0.1744134119
669	0.1743961485
670	0.1743594431
671	0.1743243925
672	0.1743057225
673	0.1742712721
674	0.174261325
675	0.1742232374
676	0.1741939254
677	0.1741418307
678	0.1741141186
679	0.1740738714
680	0.1740457034
681	0.1740091793
682	0.1739612543
683	0.1739467195
684	0.1739134065
685	0.1738764309
686	0.173838315
687	0.1738265261
688	0.1737886275
689	0.173753732
690	0.1737046344
691	0.1736828141
692	0.1736474629
693	0.1736104184
694	0.173570691
695	0.1735543582
696	0.1734990286
697	0.1734732577
698	0.1734360995
699	0.1734074714
700	0.1733866774
701	0.1733618588
702	0.1733225851
703	0.1732886493
704	0.1732605273
705	0.1732262788
706	0.1731813122
707	0.1731430354
708	0.173108332
709	0.1730646423
710	0.1730441627
711	0.1729984959
712	0.1729697349
713	0.172935364
714	0.1728982022
715	0.1728595479
716	0.1728373741
717	0.1728264708
718	0.1728083312
719	0.1727721279
720	0.1727395849
721	0.1726881861
722	0.1726515392
723	0.1726256669
724	0.1725895974
725	0.1725621151
726	0.1725216225
727	0.1724855411
728	0.1724535539
729	0.172434049
730	0.1724066912
731	0.1723561678
732	0.1723215127
733	0.1723115084
734	0.1722854047
735	0.1722537254
736	0.1722329295
737	0.1722036243
738	0.1721743261
739	0.172153588
740	0.1721367559
741	0.172088705
742	0.172069693
743	0.1720441933
744	0.1720131552
745	0.1719904915
746	0.1719527161
747	0.1719289065
748	0.1719134925
749	0.1718804395
750	0.1718593628
751	0.1718450063
752	0.1718175303
753	0.171788312
754	0.1717435321
755	0.1717100491
756	0.1716864656
757	0.1716648246
758	0.1716434524
759	0.1715986325
760	0.1715557768
761	0.1715101719
762	0.1714822722
763	0.1714539135
764	0.1714298807
765	0.1713960053
766	0.1713784524
767	0.171340084
768	0.171301574
769	0.1712909093
770	0.1712595187
771	0.1712332818
772	0.1712003438
773	0.1711672861
774	0.1711311068
775	0.1711033147
776	0.1710777048
777	0.1710627046
778	0.1710337141
779	0.1709958828
780	0.1709831791
781	0.1709600998
782	0.1709273899
783	0.1708975426
784	0.1708606856
785	0.1708341842
786	0.1708042824
787	0.1707779142
788	0.1707516781
789	0.1707265809
790	0.1707113463
791	0.1706938853
792	0.1706653531
793	0.1706411707
794	0.1706082814
795	0.1705875055
796	0.1705682878
797	0.1705370746
798	0.1705057071
799	0.170476897
800	0.1704458414
801	0.1704251745
802	0.170405387
803	0.1703635079
804	0.1703333625
805	0.1703209821
806	0.1702991398
807	0.1702629029
808	0.1702380458
809	0.1702170747
810	0.1701934734
811	0.1701656493
812	0.1701316075
813	0.170102089
814	0.1700668195
815	0.1700450938
816	0.17001291
817	0.169999482
818	0.1699577834
819	0.169932078
820	0.1699000026
821	0.1698776292
822	0.1698471602
823	0.1698299727
824	0.1697985075
825	0.169767114
826	0.1697402862
827	0.1697219513
828	0.1696913769
829	0.1696596896
830	0.1696314201
831	0.169591073
832	0.1695677426
833	0.1695321728
834	0.1694994606
835	0.1694767741
836	0.1694561418
837	0.1694351898
838	0.169417921
839	0.1693913134
840	0.1693681263
841	0.1693500493
842	0.1693306813
843	0.1692945112
844	0.1692655819
845	0.1692560843
846	0.1692399782
847	0.1692226979
848	0.1692087256
849	0.1691993791
850	0.1691880222
851	0.1691784402
852	0.16914236
853	0.1691278971
854	0.1690977878
855	0.1690785666
856	0.1690503275
857	0.1690276854
858	0.1690027277
859	0.1689813873
860	0.1689526346
861	0.1689333028
862	0.1689182247
863	0.1688991752
864	0.168870703
865	0.1688593444
866	0.1688361204
867	0.1688213954
868	0.168791325
869	0.168758887
870	0.1687376107
871	0.1687298515
872	0.1687131998
873	0.1686934225
874	0.168673406
875	0.1686516651
876	0.1686301535
877	0.1686097003
878	0.1685768483
879	0.1685577518
880	0.1685505091
881	0.1685323367
882	0.1685142773
883	0.1685061569
884	0.1684916087
885	0.1684700594
886	0.1684498907
887	0.1684252258
888	0.1683964836
889	0.1683689882
890	0.1683523179
891	0.1683336517
892	0.1683046251
893	0.1682943525
894	0.1682665124
895	0.1682396702
896	0.1682087823
897	0.1681961623
898	0.168181948
899	0.1681622277
900	0.1681368273
901	0.1681199479
902	0.1681018828
903	0.1680910407
904	0.1680663301
905	0.1680253247
906	0.1680028344
907	0.1679770261
908	0.1679507174
909	0.1679261216
910	0.1678971493
911	0.167864145
912	0.1678477021
913	0.1678283448
914	0.1678011734
915	0.1677898175
916	0.1677703896
917	0.1677415336
918	0.1677356596
919	0.1677259573
920	0.1677050359
921	0.1676907948
922	0.1676663704
923	0.1676505641
924	0.167626815
925	0.1676150876
926	0.1675917007
927	0.1675807351
928	0.1675541261
929	0.1675339348
930	0.1675171178
931	0.1675036859
932	0.1674852737
933	0.1674705583
934	0.1674458263
935	0.167423967
936	0.1674035443
937	0.167385253
938	0.1673629817
939	0.1673458918
940	0.1673264955
941	0.1673071343
942	0.1672829829
943	0.167245549
944	0.1672326866
945	0.1672254886
946	0.1672069017
947	0.1671793063
948	0.1671505499
949	0.1671365158
950	0.1671316954
951	0.1671180525
952	0.1671080169
953	0.1670863218
954	0.1670604601
955	0.1670458716
956	0.1670203406
957	0.1670044003
958	0.1669909505
959	0.1669647823
960	0.1669425873
961	0.1669316734
962	0.1669208013
963	0.1668998605
964	0.1668732396
965	0.1668631096
966	0.1668506298
967	0.1668374055
968	0.1668177323
969	0.1667918409
970	0.1667682378
971	0.1667567059
972	0.1667416938
973	0.1667215436
974	0.1667054383
975	0.1666901564
976	0.1666749507
977	0.166658125
978	0.166633303
979	0.1666214961
980	0.1666065888
981	0.1665952264
982	0.1665851869
983	0.1665704322
984	0.1665550278
985	0.166545286
986	0.1665283391
987	0.1665131708
988	0.1664986151
989	0.1664859251
990	0.1664667664
991	0.1664449609
992	0.1664318272
993	0.1664160162
994	0.1663924174
995	0.1663725746
996	0.1663665015
997	0.1663426733
998	0.1663249934
999	0.1663137328
