iter	MultiClass
201	0.2172578438
202	0.2168978002
203	0.2165567368
204	0.2162246773
205	0.2160244583
206	0.2157130631
207	0.2153344985
208	0.2151184751
209	0.2149280609
210	0.2146561352
211	0.214344978
212	0.2141252339
213	0.2138833069
214	0.2137450095
215	0.2133420957
216	0.213176831
217	0.2129622618
218	0.2127321484
219	0.212437241
220	0.212317339
221	0.2120587921
222	0.2118559634
223	0.2115802379
224	0.2114136729
225	0.2111022955
226	0.2109440298
227	0.2106686532
228	0.2104838015
229	0.2102567661
230	0.2100579703
231	0.2099201788
232	0.2097348145
233	0.2095841775
234	0.2094361376
235	0.2092638373
236	0.2091136559
237	0.2089501287
238	0.2087975099
239	0.2085492722
240	0.2082837846
241	0.2079959848
242	0.2077279615
243	0.2075570095
244	0.2074111773
245	0.2072068523
246	0.2070555352
247	0.2067994895
248	0.2065413665
249	0.2063315269
250	0.2061421818
251	0.2060248174
252	0.20592302
253	0.2056810238
254	0.2053379989
255	0.2051183559
256	0.2048512544
257	0.2045865196
258	0.2044183258
259	0.204195517
260	0.2040697458
261	0.2040084488
262	0.2038925724
263	0.2037029203
264	0.2035879707
265	0.2034201085
266	0.2032249707
267	0.2029782816
268	0.2028433022
269	0.2026659488
270	0.2024144973
271	0.2021244678
272	0.2019886172
273	0.2018594061
274	0.2016621931
275	0.2014914454
276	0.2013456274
277	0.2012168093
278	0.2010073799
279	0.2008072914
280	0.2005615141
281	0.2003588922
282	0.2002222392
283	0.2000594353
284	0.1998660163
285	0.1997641707
286	0.1995562901
287	0.1993872434
288	0.199263936
289	0.1991633539
290	0.1990736959
291	0.1988740062
292	0.1986297329
293	0.1985301877
294	0.1984266999
295	0.1981951013
296	0.1980148268
297	0.1979313245
298	0.1977917574
299	0.197593807
300	0.1973912939
301	0.1972110106
302	0.1970084887
303	0.196773602
304	0.1966830994
305	0.1965456419
306	0.1964508216
307	0.1962939807
308	0.1961880376
309	0.1960332027
310	0.1958722731
311	0.1957914915
312	0.1956844119
313	0.1954905221
314	0.1953418229
315	0.195258927
316	0.195128638
317	0.1949940291
318	0.1948553746
319	0.194657134
320	0.1945627423
321	0.1944187281
322	0.1943103067
323	0.1941521758
324	0.1940964782
325	0.1939513984
326	0.1938522374
327	0.1937515246
328	0.1936710906
329	0.1935792951
330	0.1935157637
331	0.1933442862
332	0.1932508159
333	0.193154381
334	0.1930264915
335	0.1928708636
336	0.1927026929
337	0.1926285286
338	0.1925367527
339	0.1924548786
340	0.1923895047
341	0.192252277
342	0.1921554483
343	0.1919626913
344	0.1918555475
345	0.1917528505
346	0.1916967151
347	0.1915392086
348	0.1914607931
349	0.1913269325
350	0.191223132
351	0.1911039666
352	0.1909399099
353	0.1908299116
354	0.1906959129
355	0.1905957638
356	0.1904927184
357	0.1902993016
358	0.1902405351
359	0.1900967293
360	0.1899460274
361	0.1898479803
362	0.1897417911
363	0.1896617403
364	0.1895439149
365	0.1894427384
366	0.1893081993
367	0.189221715
368	0.1891247533
369	0.188983386
370	0.1888756161
371	0.1887566126
372	0.1886888624
373	0.1885856512
374	0.188464643
375	0.188324062
376	0.1881943238
377	0.1881175021
378	0.1880178842
379	0.1879579599
380	0.1878655793
381	0.1877378989
382	0.1876622669
383	0.1875581233
384	0.1874695627
385	0.1873278671
386	0.1871459587
387	0.1870533127
388	0.1869508934
389	0.1867873888
390	0.1867334298
391	0.186679869
392	0.1866001107
393	0.1864736583
394	0.1863471453
395	0.1862534563
396	0.1862149948
397	0.186117466
398	0.1859954383
399	0.1858808444
400	0.1858092214
401	0.1856804453
402	0.1855297511
403	0.1854664404
404	0.1853789817
405	0.185280037
406	0.1852081831
407	0.1851208641
408	0.1850375031
409	0.1849329302
410	0.1848494678
411	0.1847736432
412	0.1847110471
413	0.1846380977
414	0.1845462837
415	0.1844237501
416	0.1843580685
417	0.1842676296
418	0.1842193487
419	0.1841341947
420	0.1840115803
421	0.1839029825
422	0.1838527597
423	0.1837853901
424	0.1837043561
425	0.1836634963
426	0.1835936654
427	0.1835308227
428	0.1834544324
429	0.1833637538
430	0.1833031538
431	0.1832249997
432	0.1831627569
433	0.1830994734
434	0.183056603
435	0.1829440036
436	0.1828627728
437	0.1827893596
438	0.1827406419
439	0.1826523619
440	0.1825766519
441	0.1824956143
442	0.1824027392
443	0.1822900005
444	0.1822271605
445	0.1821433867
446	0.182059595
447	0.1819666803
448	0.1818769382
449	0.1818369546
450	0.1817697221
451	0.1816836622
452	0.1816152728
453	0.1815547213
454	0.181509374
455	0.181447137
456	0.1813814849
457	0.1813209328
458	0.1812518197
459	0.1811477116
460	0.1810913939
461	0.18103465
462	0.1809282946
463	0.180867932
464	0.1808342226
465	0.180742662
466	0.1806726895
467	0.1805968998
468	0.1805434694
469	0.1804436492
470	0.1804058976
471	0.1803425684
472	0.1802728351
473	0.1802080467
474	0.1801792417
475	0.1800714917
476	0.1800251494
477	0.1799440871
478	0.1798925817
479	0.179826211
480	0.1797613594
481	0.1797124342
482	0.1796606549
483	0.1795824887
484	0.1795004014
485	0.1794192128
486	0.1793739461
487	0.1793066615
488	0.1792440972
489	0.1792102631
490	0.1791391859
491	0.1790398339
492	0.1789985691
493	0.1789310723
494	0.1788800711
495	0.1788311019
496	0.178746312
497	0.1786627859
498	0.1785795594
499	0.1785033166
500	0.1784697281
501	0.1783829492
502	0.1783289569
503	0.1782751302
504	0.1782087446
505	0.1781800804
506	0.178127389
507	0.1780265947
508	0.1780045932
509	0.1779378917
510	0.1778901619
511	0.1778358322
512	0.1777578802
513	0.1776957794
514	0.1776380212
515	0.1775826537
516	0.1775525536
517	0.177493281
518	0.1774426903
519	0.1773615987
520	0.1773117594
521	0.1772339818
522	0.1771933196
523	0.1771489717
524	0.1770419976
525	0.1769482298
526	0.1769036209
527	0.1768640787
528	0.1768361853
529	0.1767932818
530	0.1767423067
531	0.1766598309
532	0.1765909953
533	0.1765282966
534	0.1764790336
535	0.176427755
536	0.1763280356
537	0.1762937031
538	0.1762450647
539	0.1761755445
540	0.1761364647
541	0.1760973075
542	0.1760666731
543	0.1760410465
544	0.1760110376
545	0.1759720169
546	0.175909886
547	0.1758694797
548	0.1758192311
549	0.1757636347
550	0.1757152591
551	0.175646509
552	0.1755754939
553	0.1755127982
554	0.1754684252
555	0.1754279584
556	0.1753604699
557	0.1752955183
558	0.1752548153
559	0.1752109155
560	0.1751603619
561	0.1751261599
562	0.1750915122
563	0.1750424977
564	0.1749977262
565	0.1749429589
566	0.1748832145
567	0.1748101645
568	0.1747634829
569	0.1747342941
570	0.1746812208
571	0.1746479113
572	0.1746075757
573	0.1745403151
574	0.1745136869
575	0.1744798734
576	0.1744407516
577	0.1743881846
578	0.1743352822
579	0.1743066782
580	0.1742731703
581	0.1742378832
582	0.1741907531
583	0.1741427528
584	0.1741170912
585	0.1740792142
586	0.1740417656
587	0.1739790257
588	0.1739516834
589	0.1738953744
590	0.1738535363
591	0.1737954785
592	0.1737528282
593	0.1737281707
594	0.1736878126
595	0.1736428503
596	0.1735854031
597	0.1735510792
598	0.1735111169
599	0.1734516969
600	0.1734037988
601	0.1733733427
602	0.1733287573
603	0.1732783627
604	0.173206366
605	0.1731561236
606	0.1731303413
607	0.1730896052
608	0.1730369424
609	0.1730025046
610	0.172951201
611	0.1729304977
612	0.1729011321
613	0.1728421564
614	0.1728052795
615	0.1727752071
616	0.1727231726
617	0.1726805771
618	0.1726437497
619	0.1726054417
620	0.1725710702
621	0.1725340336
622	0.1724606876
623	0.1724425348
624	0.1723993807
625	0.1723670234
626	0.1723316658
627	0.1722758062
628	0.1722485275
629	0.1722337572
630	0.1721951062
631	0.17215182
632	0.1721159781
633	0.1720771945
634	0.1720401217
635	0.1719987786
636	0.1719781309
637	0.1719364928
638	0.1719026396
639	0.1718681749
640	0.1718280754
641	0.1717937583
642	0.1717761296
643	0.1717362712
644	0.1717055336
645	0.1716706672
646	0.1716403127
647	0.1716092655
648	0.1715780721
649	0.1715333745
650	0.1715019007
651	0.1714743713
652	0.1714464042
653	0.1714086268
654	0.1713704825
655	0.1713386421
656	0.1713093241
657	0.1712823678
658	0.1712444829
659	0.1712177823
660	0.1711824064
661	0.1711554154
662	0.1711271716
663	0.1710846722
664	0.171065519
665	0.1710235991
666	0.1709816062
667	0.1709438678
668	0.1709056889
669	0.1708753062
670	0.170834056
671	0.1707983454
672	0.1707710194
673	0.17074793
674	0.1707174963
675	0.1706897215
676	0.1706497894
677	0.1706228078
678	0.1706083331
679	0.1705826158
680	0.1705553825
681	0.1705295192
682	0.1705139738
683	0.1704970741
684	0.1704697674
685	0.1704329064
686	0.1704017778
687	0.1703669624
688	0.1703283605
689	0.1702963669
690	0.1702489944
691	0.1702159709
692	0.1701751743
693	0.1701452144
694	0.1701082095
695	0.1700613087
696	0.1700383856
697	0.1700094841
698	0.1699881184
699	0.1699661528
700	0.1699501529
701	0.1699150748
702	0.1698892089
703	0.169857568
704	0.1698131747
705	0.1697950386
706	0.1697728896
707	0.1697328602
708	0.1697048475
709	0.1696761592
710	0.1696546071
711	0.1696339561
712	0.1696028865
713	0.1695744454
714	0.1695597793
715	0.169543371
716	0.1695178592
717	0.1694774989
718	0.1694513468
719	0.1694212223
720	0.1693975529
721	0.1693825013
722	0.1693674376
723	0.169352819
724	0.1693102575
725	0.1692898702
726	0.1692604281
727	0.16923053
728	0.1692020382
729	0.1691739947
730	0.1691532073
731	0.1691275047
732	0.1690946866
733	0.1690585402
734	0.1690275668
735	0.1689856953
736	0.1689745527
737	0.1689488495
738	0.1689169602
739	0.1688718148
740	0.1688529096
741	0.1688288926
742	0.1688040805
743	0.1687735906
744	0.1687470579
745	0.1687037986
746	0.1686829554
747	0.1686352869
748	0.1686162907
749	0.1686008155
750	0.1685754455
751	0.1685361536
752	0.1685020957
753	0.1684799495
754	0.1684535359
755	0.1684222561
756	0.1684029841
757	0.1683751619
758	0.1683483066
759	0.1683226745
760	0.1683025618
761	0.1682758237
762	0.1682486394
763	0.1682198734
764	0.1681874453
765	0.1681590313
766	0.1681377801
767	0.1681208419
768	0.1680934067
769	0.168064704
770	0.1680302589
771	0.1679976173
772	0.1679829377
773	0.1679566861
774	0.1679355362
775	0.167914888
776	0.1678879944
777	0.1678654807
778	0.167842583
779	0.16782487
780	0.167795457
781	0.1677621472
782	0.167746535
783	0.1677290543
784	0.1676970016
785	0.1676834076
786	0.1676620023
787	0.1676394155
788	0.16761965
789	0.1675970027
790	0.1675716698
791	0.1675564696
792	0.1675335021
793	0.1675145871
794	0.1674981334
795	0.1674728568
796	0.167440798
797	0.1673969137
798	0.1673748254
799	0.1673551229
800	0.1673206075
801	0.1672946975
802	0.1672703078
803	0.1672462994
804	0.1672061108
805	0.1671884274
806	0.1671735512
807	0.1671430837
808	0.1671119167
809	0.1670811367
810	0.1670662456
811	0.1670592538
812	0.1670407125
813	0.167020134
814	0.1670035234
815	0.1669822881
816	0.1669609234
817	0.1669461951
818	0.1669207453
819	0.1669029796
820	0.1668862139
821	0.1668641966
822	0.1668498406
823	0.1668323438
824	0.166803202
825	0.1667830645
826	0.1667632513
827	0.1667430577
828	0.1667089984
829	0.1666888053
830	0.1666738324
831	0.1666515109
832	0.1666224138
833	0.1665985589
834	0.1665692726
835	0.166549355
836	0.1665224408
837	0.1664922343
838	0.1664760244
839	0.1664562344
840	0.1664265489
841	0.1663998139
842	0.1663800074
843	0.1663572626
844	0.1663460702
845	0.1663363364
846	0.1663272747
847	0.1663052784
848	0.1662851668
849	0.1662626694
850	0.1662379101
851	0.1662163374
852	0.1661941027
853	0.1661708645
854	0.1661467934
855	0.1661221978
856	0.1660999169
857	0.1660835435
858	0.1660653881
859	0.1660549016
860	0.1660223093
861	0.1660063278
862	0.1659842533
863	0.1659603981
864	0.1659446646
865	0.1659247538
866	0.1659102243
867	0.1658874948
868	0.1658658369
869	0.1658468884
870	0.1658237842
871	0.1658114935
872	0.1658012082
873	0.165779702
874	0.1657636369
875	0.1657530624
876	0.1657431319
877	0.1657256048
878	0.1657056735
879	0.1656887293
880	0.1656763746
881	0.1656631181
882	0.1656359669
883	0.1656181556
884	0.1656002726
885	0.1655823933
886	0.1655664008
887	0.1655535331
888	0.1655225924
889	0.1654976553
890	0.1654821156
891	0.1654646503
892	0.1654546955
893	0.1654363684
894	0.1654176089
895	0.1654021265
896	0.1653862999
897	0.1653662593
898	0.1653451908
899	0.1653207589
900	0.1653057935
901	0.16529264
902	0.1652769979
903	0.1652551774
904	0.1652360936
905	0.1652283696
906	0.165209805
907	0.165194497
908	0.1651762791
909	0.1651520326
910	0.1651342186
911	0.1651206391
912	0.1650988456
913	0.1650889829
914	0.1650756189
915	0.1650608154
916	0.1650445934
917	0.1650323575
918	0.1650162326
919	0.1649950182
920	0.1649725414
921	0.164959501
922	0.1649381897
923	0.164925688
924	0.1649155082
925	0.1649037024
926	0.1648819301
927	0.1648590338
928	0.1648484817
929	0.1648318127
930	0.1648258003
931	0.1648057355
932	0.1647878437
933	0.1647729658
934	0.164751458
935	0.1647319482
936	0.1647103375
937	0.1646951309
938	0.1646693982
939	0.1646519188
940	0.1646328818
941	0.1646153608
942	0.1646072909
943	0.1645934439
944	0.1645754084
945	0.1645619432
946	0.1645489378
947	0.1645309722
948	0.16452306
949	0.1645101697
950	0.1644919572
951	0.1644711596
952	0.1644590062
953	0.1644455499
954	0.1644330522
955	0.1644221832
956	0.1644062941
957	0.1643909426
958	0.1643763079
959	0.1643557268
960	0.1643483743
961	0.1643276052
962	0.1643081952
963	0.1642952384
964	0.1642839534
965	0.1642673219
966	0.1642531515
967	0.1642409089
968	0.1642263468
969	0.1642090025
970	0.1641867202
971	0.1641715961
972	0.164158717
973	0.1641426616
974	0.1641238809
975	0.1641087631
976	0.1640884845
977	0.1640726118
978	0.1640611664
979	0.1640444726
980	0.1640378353
981	0.1640225777
982	0.1640126454
983	0.1640030701
984	0.1639936019
985	0.1639802591
986	0.1639592045
987	0.1639512017
988	0.1639324447
989	0.1639209511
990	0.1639076629
991	0.1638961299
992	0.1638792502
993	0.1638612199
994	0.1638448751
995	0.1638331991
996	0.1638153473
997	0.1637992299
998	0.1637884711
999	0.1637683717
